iter	MultiClass
598	0.03314520958
599	0.03302545432
600	0.03292256891
601	0.03286407722
602	0.03279440674
603	0.03275555305
604	0.03268563386
605	0.03259326255
606	0.03256152514
607	0.03249397416
608	0.03241241183
609	0.03232156727
610	0.03224607515
611	0.03219220892
612	0.03213739765
613	0.032039906
614	0.03198628344
615	0.03187317537
616	0.03177117471
617	0.03169821634
618	0.03163822306
619	0.03160938866
620	0.0315276185
621	0.03143284017
622	0.03136617319
623	0.03123838354
624	0.03117754705
625	0.03112367469
626	0.03106924312
627	0.03100643796
628	0.03095609548
629	0.03088139889
630	0.03083026902
631	0.03075111715
632	0.03066927624
633	0.03058213342
634	0.03054253596
635	0.03049945527
636	0.03042727699
637	0.03034975044
638	0.03026902715
639	0.03020936041
640	0.03019630966
641	0.03011251391
642	0.03008896364
643	0.03002886395
644	0.03001126284
645	0.02996676345
646	0.02992149846
647	0.02989129735
648	0.02985387249
649	0.02977810982
650	0.02968796522
651	0.02962632147
652	0.0295463427
653	0.02948664257
654	0.02945614517
655	0.02934940526
656	0.02927471636
657	0.02922228322
658	0.02917322429
659	0.02910468412
660	0.02904286545
661	0.0290232571
662	0.02901560421
663	0.02895962784
664	0.02889387431
665	0.02880843024
666	0.02874975608
667	0.02868422761
668	0.02864026166
669	0.0285977215
670	0.02853446325
671	0.02846789011
672	0.02839657027
673	0.028313236
674	0.02827837478
675	0.02823390907
676	0.02817614627
677	0.02812806588
678	0.02806620799
679	0.02802303338
680	0.02797166226
681	0.02791550648
682	0.02785445158
683	0.02782246202
684	0.02775373443
685	0.02773390756
686	0.02766611052
687	0.02760114964
688	0.02753672333
689	0.02749952945
690	0.02748168863
691	0.02744977255
692	0.0274369615
693	0.02737838694
694	0.02736740324
695	0.02735737133
696	0.02730202173
697	0.02724313343
698	0.02717657133
699	0.02714697305
700	0.02713961835
701	0.02711577405
702	0.0270567148
703	0.02702922343
704	0.02698636188
705	0.02692766056
706	0.02688824014
707	0.02682271934
708	0.02675455326
709	0.02669534018
710	0.02668092196
711	0.02665854771
712	0.02664554144
713	0.02659031466
714	0.02657165102
715	0.02653151259
716	0.02649237411
717	0.02647083791
718	0.02642269245
719	0.02637627732
720	0.02631439391
721	0.02627092362
722	0.02624799183
723	0.02620408119
724	0.02616257223
725	0.02610155447
726	0.02603768248
727	0.02597837824
728	0.025958032
729	0.02594363677
730	0.02588052829
731	0.02584628814
732	0.02583638706
733	0.02580501485
734	0.02575330786
735	0.02569866196
736	0.02565329545
737	0.0256011731
738	0.02555207885
739	0.0255295401
740	0.02548526266
741	0.02547720795
742	0.0254191733
743	0.02537610803
744	0.02533055728
745	0.02529920409
746	0.02526838129
747	0.02521274594
748	0.02517356725
749	0.02513734558
750	0.02510898009
751	0.02507242634
752	0.02503777779
753	0.02499203196
754	0.0249696405
755	0.02491344368
756	0.02487073141
757	0.02483481553
758	0.02481120847
759	0.02480235749
760	0.02474640315
761	0.02468906511
762	0.02465313628
763	0.02460811842
764	0.02455792937
765	0.02450659891
766	0.02448776931
767	0.02446823134
768	0.02444667708
769	0.02439538046
770	0.02437002065
771	0.02432803944
772	0.02429785481
773	0.02425586542
774	0.02422307219
775	0.02418228038
776	0.02412361216
777	0.02408695553
778	0.02406965438
779	0.02400574292
780	0.02398540989
781	0.02396119066
782	0.02393150663
783	0.02389914162
784	0.02387316198
785	0.02383434072
786	0.02378734001
787	0.02374416824
788	0.02369097584
789	0.0236719187
790	0.02362603059
791	0.02359536167
792	0.02358457983
793	0.02353674061
794	0.02349750055
795	0.02343926249
796	0.02341792257
797	0.02338470629
798	0.02336300365
799	0.02332883559
800	0.02328319357
801	0.02325550893
802	0.02321721853
803	0.02318029966
804	0.02316635085
805	0.0231263141
806	0.02309388384
807	0.02307856407
808	0.02307226846
809	0.02302741111
810	0.023000002
811	0.02299181007
812	0.0229742143
813	0.02296661506
814	0.02294043509
815	0.02289663799
816	0.02287598384
817	0.02282343769
818	0.02279254401
819	0.02272051056
820	0.02268334767
821	0.02265750831
822	0.02263139535
823	0.02257862967
824	0.0225494696
825	0.02253224808
826	0.02248886215
827	0.02245314284
828	0.02241946087
829	0.02240632465
830	0.02237040033
831	0.0223184825
832	0.02226448474
833	0.02224109448
834	0.02221520257
835	0.02221047625
836	0.02217871619
837	0.02214369672
838	0.02211404979
839	0.02206809972
840	0.02203056726
841	0.02199978947
842	0.02197681846
843	0.02192780169
844	0.02191122395
845	0.02190153672
846	0.02185880178
847	0.02182517893
848	0.02180563178
849	0.0217637142
850	0.02172834245
851	0.02169696443
852	0.0216580517
853	0.02161798496
854	0.02157672894
855	0.02156202182
856	0.021534523
857	0.02150428389
858	0.02149423641
859	0.0214758736
860	0.02143232959
861	0.02140303837
862	0.02136568845
863	0.02133071882
864	0.02127477894
865	0.02126151454
866	0.02123583325
867	0.02122839535
868	0.02118632296
869	0.02117744378
870	0.02114881767
871	0.02112041474
872	0.0211095112
873	0.02108421769
874	0.02104347972
875	0.02101963737
876	0.02099572787
877	0.02095508347
878	0.02092524786
879	0.02088672808
880	0.02086208282
881	0.02083741907
882	0.02080368998
883	0.02076855808
884	0.02074371124
885	0.02073477097
886	0.02068146688
887	0.02066320148
888	0.02064485434
889	0.02061413318
890	0.02060480906
891	0.02059159644
892	0.0205720256
893	0.02053103432
894	0.02049527607
895	0.0204781556
896	0.02043379809
897	0.0203831405
898	0.020369009
899	0.02034570745
900	0.02031943672
901	0.02031112885
902	0.02029587209
903	0.02026633901
904	0.02023655037
905	0.02020314102
906	0.02017206895
907	0.02014520204
908	0.02011067932
909	0.02007897883
910	0.02005951986
911	0.02003796228
912	0.02000750866
913	0.01999307759
914	0.01998466276
915	0.01993217525
916	0.0199247026
917	0.01990838975
918	0.0198686231
919	0.01985483419
920	0.01983724211
921	0.01980411396
922	0.01978002775
923	0.01975109237
924	0.01973567458
925	0.01970078309
926	0.01968198167
927	0.01966973114
928	0.01964642683
929	0.01963155619
930	0.01962259825
931	0.01960120487
932	0.01957448317
933	0.01953623165
934	0.01951773739
935	0.01948692845
936	0.01947435637
937	0.01945065071
938	0.0194434524
939	0.01942360281
940	0.0193927124
941	0.01937813295
942	0.0193502136
943	0.01932456371
944	0.01930547953
945	0.01929709024
946	0.01927382693
947	0.01925530383
948	0.01924876192
949	0.01921520116
950	0.019197146
951	0.01917539249
952	0.01914192954
953	0.019123225
954	0.01909917129
955	0.01909107688
956	0.0190549676
957	0.01905161581
958	0.01902960902
959	0.01900728069
960	0.01898052134
961	0.01896128053
962	0.01893363708
963	0.01890659126
964	0.01889188071
965	0.01887465902
966	0.01884268191
967	0.01880921209
968	0.01877701759
969	0.01874100186
970	0.01872238747
971	0.01870959888
972	0.01868165521
973	0.01866916879
974	0.01866021917
975	0.0186377018
976	0.01860628599
977	0.01859018977
978	0.01858367469
979	0.01855805552
980	0.01852883146
981	0.01852112521
982	0.01848130085
983	0.01846102986
984	0.01843398151
985	0.01842573205
986	0.01840694953
987	0.01840183039
988	0.01837258216
989	0.01836661259
990	0.01834603874
991	0.01832436988
992	0.01829551055
993	0.01826702859
994	0.01825738789
995	0.01823880321
996	0.01821082221
997	0.01819010535
998	0.01817146133
999	0.01814799883
