7892,2
8118,2
7919,2
8074,2
7989,2
8006,2
8059,2
7937,2
8097,2
7914,2
8087,2
7952,2
8024,2
8033,2
7946,2
8140,2
7856,2
8209,2
7812,2
8226,2
7822,2
8187,2
7882,2
8109,2
7973,2
8008,2
8046,2
7944,2
8070,2
7932,2
8054,2
7980,2
7994,2
8053,2
7913,2
8132,2
7871,2
8175,2
7863,2
8147,2
7911,2
8082,2
8001,2
7970,2
8100,2
7880,2
8165,2
7840,2
8189,2
7863,2
8146,2
7929,2
8071,2
8005,2
8000,2
8065,2
7962,2
8080,2
7960,2
8038,2
8026,2
7960,2
8115,2
7874,2
8183,2
7815,2
8219,2
7824,2
8192,2
7878,2
8115,2
7959,2
8004,2
8047,2
7932,2
8117,2
7900,2
8106,2
7920,2
8066,2
7987,2
7984,2
8056,2
7921,2
8103,2
7891,2
8103,2
7935,2
8063,2
8015,2
7959,2
8113,2
7864,2
8184,2
7810,2
8224,2
7822,2
8192,2
7878,2
8129,2
7971,2
8032,2
8039,2
7968,2
8079,2
7948,2
8060,2
7984,2
7991,2
8053,2
7911,2
8138,2
7864,2
8187,2
7851,2
8171,2
7889,2
8098,2
7971,2
7996,2
8078,2
7904,2
8141,2
7850,2
8165,2
7860,2
8129,2
7919,2
8057,2
7999,2
7988,2
8051,2
7929,2
8065,2
7941,2
8036,2
8000,2
7955,2
8094,2
7875,2
8176,2
7812,2
8225,2
7802,2
8201,2
7857,2
8132,2
7944,2
8034,2
8035,2
7956,2
8100,2
7923,2
8103,2
7935,2
8060,2
7997,2
7984,2
8080,2
7921,2
8129,2
7897,2
8136,2
7916,2
8082,2
7992,2
7979,2
8093,2
7888,2
8176,2
7829,2
8211,2
7825,2
8192,2
7872,2
8125,2
7953,2
8030,2
8026,2
7964,2
8062,2
7945,2
8058,2
7986,2
8002,2
8063,2
7915,2
8133,2
7847,2
8180,2
7829,2
8178,2
7867,2
8124,2
7955,2
8035,2
8062,2
7942,2
8144,2
7891,2
8170,2
7891,2
8140,2
7941,2
8067,2
8016,2
7990,2
8064,2
7929,2
8075,2
7940,2
8055,2
7998,2
7979,2
8092,2
7899,2
8187,2
7832,2
8243,2
7815,2
8209,2
7843,2
8146,2
7930,2
8049,2
8020,2
7978,2
8077,2
7930,2
8092,2
7946,2
8048,2
7996,2
7975,2
8070,2
7912,2
8137,2
7878,2
8148,2
7894,2
8099,2
7968,2
8006,2
8077,2
7917,2
8163,2
7858,2
8205,2
7836,2
8200,2
7878,2
8121,2
7951,2
8035,2
8030,2
7980,2
8081,2
7963,2
8068,2
7997,2
8019,2
8072,2
7931,2
8151,2
7857,2
8209,2
7836,2
8211,2
7855,2
8160,2
7935,2
8066,2
8042,2
7970,2
8126,2
7914,2
8159,2
7907,2
8133,2
7944,2
8061,2
8017,2
7984,2
8077,2
7925,2
8095,2
7940,2
8084,2
7994,2
8016,2
8089,2
7912,2
8160,2
7844,2
8219,2
7811,2
8225,2
7841,2
8169,2
7916,2
8083,2
8002,2
7992,2
8075,2
7951,2
8090,2
7956,2
8052,2
8014,2
7990,2
8092,2
7911,2
8145,2
7868,2
8172,2
7883,2
8141,2
7957,2
8059,2
8049,2
7944,2
8129,2
7855,2
8176,2
7835,2
8168,2
7868,2
8113,2
7933,2
8024,2
8007,2
7957,2
8056,2
7939,2
8054,2
7976,2
8004,2
8040,2
7927,2
8133,2
7844,2
8200,2
7812,2
8209,2
7836,2
8167,2
7895,2
8088,2
7998,2
7985,2
8088,2
7922,2
8117,2
7907,2
8115,2
7949,2
8054,2
8021,2
7983,2
8094,2
7925,2
8126,2
7921,2
8110,2
7963,2
8029,2
8056,2
7930,2
8140,2
7852,2
8217,2
7817,2
8226,2
7836,2
8182,2
7900,2
8102,2
7989,2
8009,2
8057,2
7956,2
8083,2
7955,2
8051,2
8016,2
7991,2
8098,2
7914,2
8166,2
7864,2
8198,2
7872,2
8167,2
7926,2
8091,2
8033,2
7987,2
8125,2
7910,2
8182,2
7877,2
8190,2
7893,2
8138,2
7965,2
8065,2
8041,2
7995,2
8095,2
7963,2
8094,2
7989,2
8056,2
8058,2
7968,2
8152,2
7881,2
8218,2
7830,2
8243,2
7828,2
8199,2
7898,2
8135,2
7992,2
8025,2
8081,2
7956,2
8121,2
7934,2
8114,2
7953,2
8046,2
8025,2
7967,2
8091,2
7908,2
8136,2
7906,2
8140,2
7950,2
8072,2
8024,2
7965,2
8136,2
7889,2
8208,2
7842,2
8241,2
7855,2
8206,2
7913,2
8122,2
7985,2
8018,2
8052,2
7963,2
8080,2
7963,2
8061,2
8019,2
7993,2
8098,2
7918,2
8181,2
7863,2
8211,2
7850,2
8191,2
7900,2
8120,2
7985,2
8004,2
8091,2
7925,2
8159,2
7889,2
8176,2
7905,2
8137,2
7968,2
8052,2
8037,2
7984,2
8088,2
7939,2
8093,2
7957,2
8043,2
8025,2
7968,2
8129,2
7885,2
8213,2
7840,2
8267,2
7844,2
8227,2
7878,2
8135,2
7955,2
8037,2
8042,2
7972,2
8108,2
7952,2
8111,2
7983,2
8067,2
8049,2
7985,2
8114,2
7919,2
8163,2
7892,2
8152,2
7919,2
8103,2
8015,2
8012,2
8121,2
7910,2
8193,2
7852,2
8226,2
7857,2
8199,2
7909,2
8112,2
7980,2
8033,2
8051,2
7977,2
8096,2
7984,2
8079,2
8025,2
8011,2
8098,2
7925,2
8183,2
7853,2
8234,2
7848,2
8213,2
7885,2
8155,2
7976,2
8059,2
8075,2
7970,2
8141,2
7910,2
8164,2
7914,2
8122,2
7968,2
8055,2
8044,2
7979,2
8104,2
7939,2
8118,2
7951,2
8073,2
8014,2
7997,2
8111,2
7908,2
8198,2
7846,2
8249,2
7832,2
8230,2
7867,2
8165,2
7953,2
8061,2
8031,2
7984,2
8088,2
7956,2
8093,2
7984,2
8058,2
